"date","Item","Element","Value"
2016-08-02,"COFFEE C - ICE","Smart money net position (% of OI)",-35.1
2016-08-02,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-21.7
2016-08-02,"CORN - CBoT","Smart money net position (% of OI)",-16
2016-08-02,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-60.6
2016-08-02,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14
2016-08-02,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-2
2016-08-02,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-51
2016-08-02,"GOLD - CE","Smart money net position (% of OI)",-25.2
2016-08-02,"LEAN HOGS - CME","Smart money net position (% of OI)",-34.6
2016-08-02,"LIVE CATTLE - CME","Smart money net position (% of OI)",-28.6
2016-08-02,"MILK, Class III - CME","Smart money net position (% of OI)",-8.1
2016-08-02,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1
2016-08-02,"PALLADIUM - NYME","Smart money net position (% of OI)",-31.4
2016-08-02,"PLATINUM - NYME","Smart money net position (% of OI)",-42.8
2016-08-02,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-40.1
2016-08-02,"ROUGH RICE - CBoT","Smart money net position (% of OI)",14.9
2016-08-02,"SILVER - CE","Smart money net position (% of OI)",-26.7
2016-08-02,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-46.8
2016-08-02,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-24.7
2016-08-02,"SOYBEANS - CBoT","Smart money net position (% of OI)",-30.3
2016-08-02,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-48.6
2016-08-02,"COCOA - ICE","Speculators net position (% of OI)",22.3
2016-08-02,"COFFEE C - ICE","Speculators net position (% of OI)",35.3
2016-08-02,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",21.6
2016-08-02,"CORN - CBoT","Speculators net position (% of OI)",15.8
2016-08-02,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",60.7
2016-08-02,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14
2016-08-02,"FEEDER CATTLE - CME","Speculators net position (% of OI)",2
2016-08-02,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",51.2
2016-08-02,"GOLD - CE","Speculators net position (% of OI)",25.4
2016-08-02,"LEAN HOGS - CME","Speculators net position (% of OI)",34.6
2016-08-02,"LIVE CATTLE - CME","Speculators net position (% of OI)",28.6
2016-08-02,"MILK, Class III - CME","Speculators net position (% of OI)",8.2
2016-08-02,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.1
2016-08-02,"PALLADIUM - NYME","Speculators net position (% of OI)",31.3
2016-08-02,"PLATINUM - NYME","Speculators net position (% of OI)",42.8
2016-08-02,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",40.1
2016-08-02,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-14.8
2016-08-02,"SILVER - CE","Speculators net position (% of OI)",26.8
2016-08-02,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",46.8
2016-08-02,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",24.6
2016-08-02,"SOYBEANS - CBoT","Speculators net position (% of OI)",30.3
2016-08-02,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",48.5
2016-08-09,"COCOA - ICE","Smart money net position (% of OI)",-14.3
2016-08-09,"COFFEE C - ICE","Smart money net position (% of OI)",-34.9
2016-08-09,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-18.6
2016-08-09,"CORN - CBoT","Smart money net position (% of OI)",-13.7
2016-08-09,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-61.1
2016-08-09,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14.2
2016-08-09,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-3.6
2016-08-09,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-47.4
2016-08-09,"GOLD - CE","Smart money net position (% of OI)",-23.7
2016-08-09,"LEAN HOGS - CME","Smart money net position (% of OI)",-32
2016-08-09,"LIVE CATTLE - CME","Smart money net position (% of OI)",-31.6
2016-08-09,"MILK, Class III - CME","Smart money net position (% of OI)",-9
2016-08-09,"NATURAL GAS - NYME","Smart money net position (% of OI)",0.5
2016-08-09,"PALLADIUM - NYME","Smart money net position (% of OI)",-32.2
2016-08-09,"PLATINUM - NYME","Smart money net position (% of OI)",-42.8
2016-08-09,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-39.4
2016-08-09,"ROUGH RICE - CBoT","Smart money net position (% of OI)",17
2016-08-09,"SILVER - CE","Smart money net position (% of OI)",-27.2
2016-08-09,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-46.8
2016-08-09,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-29.4
2016-08-09,"SOYBEANS - CBoT","Smart money net position (% of OI)",-31.2
2016-08-09,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-49.6
2016-08-09,"COCOA - ICE","Speculators net position (% of OI)",14.4
2016-08-09,"COFFEE C - ICE","Speculators net position (% of OI)",35
2016-08-09,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",18.6
2016-08-09,"CORN - CBoT","Speculators net position (% of OI)",13.7
2016-08-09,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",61
2016-08-09,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14.2
2016-08-09,"FEEDER CATTLE - CME","Speculators net position (% of OI)",3.6
2016-08-09,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",47.5
2016-08-09,"GOLD - CE","Speculators net position (% of OI)",23.8
2016-08-09,"LEAN HOGS - CME","Speculators net position (% of OI)",32
2016-08-09,"LIVE CATTLE - CME","Speculators net position (% of OI)",31.6
2016-08-09,"MILK, Class III - CME","Speculators net position (% of OI)",9
2016-08-09,"NATURAL GAS - NYME","Speculators net position (% of OI)",-0.400000000000001
2016-08-09,"PALLADIUM - NYME","Speculators net position (% of OI)",32.1
2016-08-09,"PLATINUM - NYME","Speculators net position (% of OI)",42.9
2016-08-09,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",39.4
2016-08-09,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-17
2016-08-09,"SILVER - CE","Speculators net position (% of OI)",27.2
2016-08-09,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",47
2016-08-09,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",29.3
2016-08-09,"SOYBEANS - CBoT","Speculators net position (% of OI)",31.2
2016-08-09,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",49.6
2016-08-16,"COCOA - ICE","Smart money net position (% of OI)",-20
2016-08-16,"COFFEE C - ICE","Smart money net position (% of OI)",-39.3
2016-08-16,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-19.3
2016-08-16,"CORN - CBoT","Smart money net position (% of OI)",-13.1
2016-08-16,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-58
2016-08-16,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-15.7
2016-08-16,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-5.1
2016-08-16,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-46.1
2016-08-16,"GOLD - CE","Smart money net position (% of OI)",-24.3
2016-08-16,"LEAN HOGS - CME","Smart money net position (% of OI)",-32.9
2016-08-16,"LIVE CATTLE - CME","Smart money net position (% of OI)",-30.4
2016-08-16,"MILK, Class III - CME","Smart money net position (% of OI)",-8.2
2016-08-16,"NATURAL GAS - NYME","Smart money net position (% of OI)",1.1
2016-08-16,"PALLADIUM - NYME","Smart money net position (% of OI)",-34.6
2016-08-16,"PLATINUM - NYME","Smart money net position (% of OI)",-42.8
2016-08-16,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-44.2
2016-08-16,"ROUGH RICE - CBoT","Smart money net position (% of OI)",17.2
2016-08-16,"SILVER - CE","Smart money net position (% of OI)",-27.4
2016-08-16,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-46
2016-08-16,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-34.4
2016-08-16,"SOYBEANS - CBoT","Smart money net position (% of OI)",-30.2
2016-08-16,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-47.6
2016-08-16,"COCOA - ICE","Speculators net position (% of OI)",19.9
2016-08-16,"COFFEE C - ICE","Speculators net position (% of OI)",39.3
2016-08-16,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",19.4
2016-08-16,"CORN - CBoT","Speculators net position (% of OI)",13.2
2016-08-16,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",57.8
2016-08-16,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",15.7
2016-08-16,"FEEDER CATTLE - CME","Speculators net position (% of OI)",5
2016-08-16,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",46.2
2016-08-16,"GOLD - CE","Speculators net position (% of OI)",24.4
2016-08-16,"LEAN HOGS - CME","Speculators net position (% of OI)",32.8
2016-08-16,"LIVE CATTLE - CME","Speculators net position (% of OI)",30.3
2016-08-16,"MILK, Class III - CME","Speculators net position (% of OI)",8.2
2016-08-16,"NATURAL GAS - NYME","Speculators net position (% of OI)",-1
2016-08-16,"PALLADIUM - NYME","Speculators net position (% of OI)",34.4
2016-08-16,"PLATINUM - NYME","Speculators net position (% of OI)",42.9
2016-08-16,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",44.3
2016-08-16,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-17.2
2016-08-16,"SILVER - CE","Speculators net position (% of OI)",27.4
2016-08-16,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",45.9
2016-08-16,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",34.5
2016-08-16,"SOYBEANS - CBoT","Speculators net position (% of OI)",30.1
2016-08-16,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",47.7
2016-08-23,"COCOA - ICE","Smart money net position (% of OI)",-26.7
2016-08-23,"COFFEE C - ICE","Smart money net position (% of OI)",-45.6
2016-08-23,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-19.7
2016-08-23,"CORN - CBoT","Smart money net position (% of OI)",-13.3
2016-08-23,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-58.9
2016-08-23,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-16.9
2016-08-23,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-9.3
2016-08-23,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-53.4
2016-08-23,"GOLD - CE","Smart money net position (% of OI)",-24.4
2016-08-23,"LEAN HOGS - CME","Smart money net position (% of OI)",-34
2016-08-23,"LIVE CATTLE - CME","Smart money net position (% of OI)",-30.8
2016-08-23,"MILK, Class III - CME","Smart money net position (% of OI)",-9.90000000000001
2016-08-23,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.2
2016-08-23,"PALLADIUM - NYME","Smart money net position (% of OI)",-37.5
2016-08-23,"PLATINUM - NYME","Smart money net position (% of OI)",-42.6
2016-08-23,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-49.8
2016-08-23,"ROUGH RICE - CBoT","Smart money net position (% of OI)",17.2
2016-08-23,"SILVER - CE","Smart money net position (% of OI)",-27.4
2016-08-23,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-46.2
2016-08-23,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-43.3
2016-08-23,"SOYBEANS - CBoT","Smart money net position (% of OI)",-33.3
2016-08-23,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-48.1
2016-08-23,"COCOA - ICE","Speculators net position (% of OI)",26.7
2016-08-23,"COFFEE C - ICE","Speculators net position (% of OI)",45.7
2016-08-23,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",19.8
2016-08-23,"CORN - CBoT","Speculators net position (% of OI)",13.3
2016-08-23,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",58.9
2016-08-23,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",16.8
2016-08-23,"FEEDER CATTLE - CME","Speculators net position (% of OI)",9.3
2016-08-23,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",53.5
2016-08-23,"GOLD - CE","Speculators net position (% of OI)",24.4
2016-08-23,"LEAN HOGS - CME","Speculators net position (% of OI)",34
2016-08-23,"LIVE CATTLE - CME","Speculators net position (% of OI)",30.8
2016-08-23,"MILK, Class III - CME","Speculators net position (% of OI)",9.7
2016-08-23,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.2
2016-08-23,"PALLADIUM - NYME","Speculators net position (% of OI)",37.5
2016-08-23,"PLATINUM - NYME","Speculators net position (% of OI)",42.8
2016-08-23,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",49.9
2016-08-23,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-17.3
2016-08-23,"SILVER - CE","Speculators net position (% of OI)",27.4
2016-08-23,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",46.1
2016-08-23,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",43.4
2016-08-23,"SOYBEANS - CBoT","Speculators net position (% of OI)",33.2
2016-08-23,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",48.1
2016-08-30,"COCOA - ICE","Smart money net position (% of OI)",-25.7
2016-08-30,"COFFEE C - ICE","Smart money net position (% of OI)",-46.4
2016-08-30,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-11.2
2016-08-30,"CORN - CBoT","Smart money net position (% of OI)",-10.2
2016-08-30,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-58.2
2016-08-30,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-15.7
2016-08-30,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-8.2
2016-08-30,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-58
2016-08-30,"GOLD - CE","Smart money net position (% of OI)",-24.3
2016-08-30,"LEAN HOGS - CME","Smart money net position (% of OI)",-31.5
2016-08-30,"LIVE CATTLE - CME","Smart money net position (% of OI)",-24.6
2016-08-30,"MILK, Class III - CME","Smart money net position (% of OI)",-13.9
2016-08-30,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.6
2016-08-30,"PALLADIUM - NYME","Smart money net position (% of OI)",-37.9
2016-08-30,"PLATINUM - NYME","Smart money net position (% of OI)",-39.1
2016-08-30,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-40.9
2016-08-30,"ROUGH RICE - CBoT","Smart money net position (% of OI)",19
2016-08-30,"SILVER - CE","Smart money net position (% of OI)",-29.6
2016-08-30,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-45
2016-08-30,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-48.2
2016-08-30,"SOYBEANS - CBoT","Smart money net position (% of OI)",-28.9
2016-08-30,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-48.2
2016-08-30,"COCOA - ICE","Speculators net position (% of OI)",25.8
2016-08-30,"COFFEE C - ICE","Speculators net position (% of OI)",46.4
2016-08-30,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",11.4
2016-08-30,"CORN - CBoT","Speculators net position (% of OI)",10.2
2016-08-30,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",58.1
2016-08-30,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",15.5
2016-08-30,"FEEDER CATTLE - CME","Speculators net position (% of OI)",8.2
2016-08-30,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",57.8
2016-08-30,"GOLD - CE","Speculators net position (% of OI)",24.3
2016-08-30,"LEAN HOGS - CME","Speculators net position (% of OI)",31.6
2016-08-30,"LIVE CATTLE - CME","Speculators net position (% of OI)",24.5
2016-08-30,"MILK, Class III - CME","Speculators net position (% of OI)",13.9
2016-08-30,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.7
2016-08-30,"PALLADIUM - NYME","Speculators net position (% of OI)",37.9
2016-08-30,"PLATINUM - NYME","Speculators net position (% of OI)",39
2016-08-30,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",41
2016-08-30,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-19
2016-08-30,"SILVER - CE","Speculators net position (% of OI)",29.6
2016-08-30,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",45
2016-08-30,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",48.2
2016-08-30,"SOYBEANS - CBoT","Speculators net position (% of OI)",28.9
2016-08-30,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",48.2
2016-09-06,"COCOA - ICE","Smart money net position (% of OI)",-23.3
2016-09-06,"COFFEE C - ICE","Smart money net position (% of OI)",-49.5
2016-09-06,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-6.8
2016-09-06,"CORN - CBoT","Smart money net position (% of OI)",-9.8
2016-09-06,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-60.2
2016-09-06,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14.1
2016-09-06,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-9.7
2016-09-06,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-61.5
2016-09-06,"GOLD - CE","Smart money net position (% of OI)",-26
2016-09-06,"LEAN HOGS - CME","Smart money net position (% of OI)",-30.5
2016-09-06,"LIVE CATTLE - CME","Smart money net position (% of OI)",-23.1
2016-09-06,"MILK, Class III - CME","Smart money net position (% of OI)",-13.8
2016-09-06,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.2
2016-09-06,"PALLADIUM - NYME","Smart money net position (% of OI)",-38.6
2016-09-06,"PLATINUM - NYME","Smart money net position (% of OI)",-38.7
2016-09-06,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-28.3
2016-09-06,"ROUGH RICE - CBoT","Smart money net position (% of OI)",21
2016-09-06,"SILVER - CE","Smart money net position (% of OI)",-29.4
2016-09-06,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-41.1
2016-09-06,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-49.6
2016-09-06,"SOYBEANS - CBoT","Smart money net position (% of OI)",-26.8
2016-09-06,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-46.6
2016-09-06,"COCOA - ICE","Speculators net position (% of OI)",23.1
2016-09-06,"COFFEE C - ICE","Speculators net position (% of OI)",49.4
2016-09-06,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",6.8
2016-09-06,"CORN - CBoT","Speculators net position (% of OI)",9.9
2016-09-06,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",60.2
2016-09-06,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14.1
2016-09-06,"FEEDER CATTLE - CME","Speculators net position (% of OI)",9.7
2016-09-06,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",61.6
2016-09-06,"GOLD - CE","Speculators net position (% of OI)",25.9
2016-09-06,"LEAN HOGS - CME","Speculators net position (% of OI)",30.3
2016-09-06,"LIVE CATTLE - CME","Speculators net position (% of OI)",23
2016-09-06,"MILK, Class III - CME","Speculators net position (% of OI)",13.9
2016-09-06,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.1
2016-09-06,"PALLADIUM - NYME","Speculators net position (% of OI)",38.6
2016-09-06,"PLATINUM - NYME","Speculators net position (% of OI)",38.7
2016-09-06,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",28.4
2016-09-06,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-21.1
2016-09-06,"SILVER - CE","Speculators net position (% of OI)",29.4
2016-09-06,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",41.1
2016-09-06,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",49.5
2016-09-06,"SOYBEANS - CBoT","Speculators net position (% of OI)",26.8
2016-09-06,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",46.6
2016-09-13,"COCOA - ICE","Smart money net position (% of OI)",-15.2
2016-09-13,"COFFEE C - ICE","Smart money net position (% of OI)",-49.2
2016-09-13,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-7.6
2016-09-13,"CORN - CBoT","Smart money net position (% of OI)",-11.2
2016-09-13,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-59.8
2016-09-13,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14.3
2016-09-13,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-7.8
2016-09-13,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-59.2
2016-09-13,"GOLD - CE","Smart money net position (% of OI)",-25.9
2016-09-13,"LEAN HOGS - CME","Smart money net position (% of OI)",-30.5
2016-09-13,"LIVE CATTLE - CME","Smart money net position (% of OI)",-22.7
2016-09-13,"MILK, Class III - CME","Smart money net position (% of OI)",-14.8
2016-09-13,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.9
2016-09-13,"PALLADIUM - NYME","Smart money net position (% of OI)",-38.7
2016-09-13,"PLATINUM - NYME","Smart money net position (% of OI)",-35.8
2016-09-13,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-26.3
2016-09-13,"ROUGH RICE - CBoT","Smart money net position (% of OI)",20.8
2016-09-13,"SILVER - CE","Smart money net position (% of OI)",-30.3
2016-09-13,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-41
2016-09-13,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-47.6
2016-09-13,"SOYBEANS - CBoT","Smart money net position (% of OI)",-24.6
2016-09-13,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-48.3
2016-09-13,"COCOA - ICE","Speculators net position (% of OI)",15.1
2016-09-13,"COFFEE C - ICE","Speculators net position (% of OI)",49.3
2016-09-13,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",7.5
2016-09-13,"CORN - CBoT","Speculators net position (% of OI)",11.3
2016-09-13,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",59.8
2016-09-13,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14.3
2016-09-13,"FEEDER CATTLE - CME","Speculators net position (% of OI)",7.9
2016-09-13,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",59.3
2016-09-13,"GOLD - CE","Speculators net position (% of OI)",25.7
2016-09-13,"LEAN HOGS - CME","Speculators net position (% of OI)",30.6
2016-09-13,"LIVE CATTLE - CME","Speculators net position (% of OI)",22.9
2016-09-13,"MILK, Class III - CME","Speculators net position (% of OI)",14.9
2016-09-13,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.9
2016-09-13,"PALLADIUM - NYME","Speculators net position (% of OI)",38.7
2016-09-13,"PLATINUM - NYME","Speculators net position (% of OI)",35.9
2016-09-13,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",26.4
2016-09-13,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-20.9
2016-09-13,"SILVER - CE","Speculators net position (% of OI)",30.4
2016-09-13,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",41
2016-09-13,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",47.5
2016-09-13,"SOYBEANS - CBoT","Speculators net position (% of OI)",24.6
2016-09-13,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",48.4
2016-09-20,"COCOA - ICE","Smart money net position (% of OI)",-13.2
2016-09-20,"COFFEE C - ICE","Smart money net position (% of OI)",-49.5
2016-09-20,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-13
2016-09-20,"CORN - CBoT","Smart money net position (% of OI)",-12.3
2016-09-20,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-60.6
2016-09-20,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14
2016-09-20,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-7.2
2016-09-20,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-59.7
2016-09-20,"GOLD - CE","Smart money net position (% of OI)",-24.7
2016-09-20,"LEAN HOGS - CME","Smart money net position (% of OI)",-27.6
2016-09-20,"LIVE CATTLE - CME","Smart money net position (% of OI)",-23.6
2016-09-20,"MILK, Class III - CME","Smart money net position (% of OI)",-15.3
2016-09-20,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.5
2016-09-20,"PALLADIUM - NYME","Smart money net position (% of OI)",-39
2016-09-20,"PLATINUM - NYME","Smart money net position (% of OI)",-36.2
2016-09-20,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-16.5
2016-09-20,"ROUGH RICE - CBoT","Smart money net position (% of OI)",21.1
2016-09-20,"SILVER - CE","Smart money net position (% of OI)",-30.5
2016-09-20,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-41.8
2016-09-20,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-51.8
2016-09-20,"SOYBEANS - CBoT","Smart money net position (% of OI)",-25.3
2016-09-20,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-53.5
2016-09-20,"COCOA - ICE","Speculators net position (% of OI)",13.4
2016-09-20,"COFFEE C - ICE","Speculators net position (% of OI)",49.5
2016-09-20,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",12.9
2016-09-20,"CORN - CBoT","Speculators net position (% of OI)",12.3
2016-09-20,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",60.6
2016-09-20,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14
2016-09-20,"FEEDER CATTLE - CME","Speculators net position (% of OI)",7.2
2016-09-20,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",59.7
2016-09-20,"GOLD - CE","Speculators net position (% of OI)",24.5
2016-09-20,"LEAN HOGS - CME","Speculators net position (% of OI)",27.6
2016-09-20,"LIVE CATTLE - CME","Speculators net position (% of OI)",23.6
2016-09-20,"MILK, Class III - CME","Speculators net position (% of OI)",15.2
2016-09-20,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.6
2016-09-20,"PALLADIUM - NYME","Speculators net position (% of OI)",38.9
2016-09-20,"PLATINUM - NYME","Speculators net position (% of OI)",36.2
2016-09-20,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",16.5
2016-09-20,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-21.1
2016-09-20,"SILVER - CE","Speculators net position (% of OI)",30.5
2016-09-20,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",41.8
2016-09-20,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",51.9
2016-09-20,"SOYBEANS - CBoT","Speculators net position (% of OI)",25.5
2016-09-20,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",53.4
2016-09-27,"COCOA - ICE","Smart money net position (% of OI)",-16.1
2016-09-27,"COFFEE C - ICE","Smart money net position (% of OI)",-45.3
2016-09-27,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-18.7
2016-09-27,"CORN - CBoT","Smart money net position (% of OI)",-11.1
2016-09-27,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-59.9
