"date","Item","Element","Value"
2010-02-23,"ROUGH RICE - CBoT","Speculators net position (% of OI)",35.2
2010-02-23,"SILVER - CE","Speculators net position (% of OI)",41.1
2010-02-23,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",15.7
2010-02-23,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",38.6
2010-02-23,"SOYBEANS - CBoT","Speculators net position (% of OI)",22.3
2010-02-23,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",18.2
2010-03-02,"COCOA - ICE","Smart money net position (% of OI)",-30.8
2010-03-02,"COFFEE C - ICE","Smart money net position (% of OI)",-38.2
2010-03-02,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-43.4
2010-03-02,"CORN - CBoT","Smart money net position (% of OI)",-32.7
2010-03-02,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-55.3
2010-03-02,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-17.4
2010-03-02,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-11.8
2010-03-02,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-56
2010-03-02,"GOLD - CE","Smart money net position (% of OI)",-33.3
2010-03-02,"LEAN HOGS - CME","Smart money net position (% of OI)",-47.5
2010-03-02,"LIVE CATTLE - CME","Smart money net position (% of OI)",-44.7
2010-03-02,"MILK, Class III - CME","Smart money net position (% of OI)",29.8
2010-03-02,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.9
2010-03-02,"PALLADIUM - NYME","Smart money net position (% of OI)",-64.4
2010-03-02,"PLATINUM - NYME","Smart money net position (% of OI)",-44.8
2010-03-02,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-56.8
2010-03-02,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-34.4
2010-03-02,"SILVER - CE","Smart money net position (% of OI)",-44
2010-03-02,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-13.1
2010-03-02,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-46.5
2010-03-02,"SOYBEANS - CBoT","Smart money net position (% of OI)",-23.8
2010-03-02,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-17.9
2010-03-02,"COCOA - ICE","Speculators net position (% of OI)",30.7
2010-03-02,"COFFEE C - ICE","Speculators net position (% of OI)",38.2
2010-03-02,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",43.3
2010-03-02,"CORN - CBoT","Speculators net position (% of OI)",32.6
2010-03-02,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",55.4
2010-03-02,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",17.5
2010-03-02,"FEEDER CATTLE - CME","Speculators net position (% of OI)",11.9
2010-03-02,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",56
2010-03-02,"GOLD - CE","Speculators net position (% of OI)",33.4
2010-03-02,"LEAN HOGS - CME","Speculators net position (% of OI)",47.4
2010-03-02,"LIVE CATTLE - CME","Speculators net position (% of OI)",44.8
2010-03-02,"MILK, Class III - CME","Speculators net position (% of OI)",-29.9
2010-03-02,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.9
2010-03-02,"PALLADIUM - NYME","Speculators net position (% of OI)",64.4
2010-03-02,"PLATINUM - NYME","Speculators net position (% of OI)",44.7
2010-03-02,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",56.7
2010-03-02,"ROUGH RICE - CBoT","Speculators net position (% of OI)",34.6
2010-03-02,"SILVER - CE","Speculators net position (% of OI)",44.1
2010-03-02,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",13
2010-03-02,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",46.4
2010-03-02,"SOYBEANS - CBoT","Speculators net position (% of OI)",23.9
2010-03-02,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",17.8
2010-03-09,"COCOA - ICE","Smart money net position (% of OI)",-23.7
2010-03-09,"COFFEE C - ICE","Smart money net position (% of OI)",-38
2010-03-09,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-45.1
2010-03-09,"CORN - CBoT","Smart money net position (% of OI)",-32.2
2010-03-09,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-55.9
2010-03-09,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-17.3
2010-03-09,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-13.2
2010-03-09,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-56
2010-03-09,"GOLD - CE","Smart money net position (% of OI)",-32.3
2010-03-09,"LEAN HOGS - CME","Smart money net position (% of OI)",-47.9
2010-03-09,"LIVE CATTLE - CME","Smart money net position (% of OI)",-45.2
2010-03-09,"MILK, Class III - CME","Smart money net position (% of OI)",27.3
2010-03-09,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.8
2010-03-09,"PALLADIUM - NYME","Smart money net position (% of OI)",-64.3
2010-03-09,"PLATINUM - NYME","Smart money net position (% of OI)",-45.1
2010-03-09,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-59
2010-03-09,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-29.4
2010-03-09,"SILVER - CE","Smart money net position (% of OI)",-44.7
2010-03-09,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-5.9
2010-03-09,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-47.5
2010-03-09,"SOYBEANS - CBoT","Smart money net position (% of OI)",-20
2010-03-09,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-16
2010-03-09,"COCOA - ICE","Speculators net position (% of OI)",23.8
2010-03-09,"COFFEE C - ICE","Speculators net position (% of OI)",38
2010-03-09,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",45.2
2010-03-09,"CORN - CBoT","Speculators net position (% of OI)",32.3
2010-03-09,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",55.9
2010-03-09,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",17.3
2010-03-09,"FEEDER CATTLE - CME","Speculators net position (% of OI)",13.3
2010-03-09,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",56
2010-03-09,"GOLD - CE","Speculators net position (% of OI)",32.3
2010-03-09,"LEAN HOGS - CME","Speculators net position (% of OI)",48
2010-03-09,"LIVE CATTLE - CME","Speculators net position (% of OI)",45.5
2010-03-09,"MILK, Class III - CME","Speculators net position (% of OI)",-27.3
2010-03-09,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.8
2010-03-09,"PALLADIUM - NYME","Speculators net position (% of OI)",64.4
2010-03-09,"PLATINUM - NYME","Speculators net position (% of OI)",45
2010-03-09,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",59
2010-03-09,"ROUGH RICE - CBoT","Speculators net position (% of OI)",29.4
2010-03-09,"SILVER - CE","Speculators net position (% of OI)",44.7
2010-03-09,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",6.1
2010-03-09,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",47.5
2010-03-09,"SOYBEANS - CBoT","Speculators net position (% of OI)",20
2010-03-09,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",16
2010-03-16,"COCOA - ICE","Smart money net position (% of OI)",-22.5
2010-03-16,"COFFEE C - ICE","Smart money net position (% of OI)",-38.1
2010-03-16,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-44.3
2010-03-16,"CORN - CBoT","Smart money net position (% of OI)",-30.5
2010-03-16,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-56.5
2010-03-16,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-17.1
2010-03-16,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-17
2010-03-16,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-56.6
2010-03-16,"GOLD - CE","Smart money net position (% of OI)",-29.4
2010-03-16,"LEAN HOGS - CME","Smart money net position (% of OI)",-48.7
2010-03-16,"LIVE CATTLE - CME","Smart money net position (% of OI)",-42.9
2010-03-16,"MILK, Class III - CME","Smart money net position (% of OI)",30.3
2010-03-16,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.2
2010-03-16,"PALLADIUM - NYME","Smart money net position (% of OI)",-61.7
2010-03-16,"PLATINUM - NYME","Smart money net position (% of OI)",-46.1
2010-03-16,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-58.7
2010-03-16,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-23.5
2010-03-16,"SILVER - CE","Smart money net position (% of OI)",-45.4
2010-03-16,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-5.7
2010-03-16,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-44.2
2010-03-16,"SOYBEANS - CBoT","Smart money net position (% of OI)",-19.3
2010-03-16,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-14.7
2010-03-16,"COCOA - ICE","Speculators net position (% of OI)",22.4
2010-03-16,"COFFEE C - ICE","Speculators net position (% of OI)",38
2010-03-16,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",44.3
2010-03-16,"CORN - CBoT","Speculators net position (% of OI)",30.6
2010-03-16,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",56.5
2010-03-16,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",17.1
2010-03-16,"FEEDER CATTLE - CME","Speculators net position (% of OI)",16.9
2010-03-16,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",56.5
2010-03-16,"GOLD - CE","Speculators net position (% of OI)",29.5
2010-03-16,"LEAN HOGS - CME","Speculators net position (% of OI)",48.9
2010-03-16,"LIVE CATTLE - CME","Speculators net position (% of OI)",43
2010-03-16,"MILK, Class III - CME","Speculators net position (% of OI)",-30.3
2010-03-16,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.2
2010-03-16,"PALLADIUM - NYME","Speculators net position (% of OI)",61.6
2010-03-16,"PLATINUM - NYME","Speculators net position (% of OI)",46.2
2010-03-16,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",58.7
2010-03-16,"ROUGH RICE - CBoT","Speculators net position (% of OI)",23.5
2010-03-16,"SILVER - CE","Speculators net position (% of OI)",45.4
2010-03-16,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",5.7
2010-03-16,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",44.2
2010-03-16,"SOYBEANS - CBoT","Speculators net position (% of OI)",19.3
2010-03-16,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",14.6
2010-03-23,"COCOA - ICE","Smart money net position (% of OI)",-23.3
2010-03-23,"COFFEE C - ICE","Smart money net position (% of OI)",-40.8
2010-03-23,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-42.4
2010-03-23,"CORN - CBoT","Smart money net position (% of OI)",-29.1
2010-03-23,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-56.7
2010-03-23,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-17.9
2010-03-23,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-17
2010-03-23,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-54
2010-03-23,"GOLD - CE","Smart money net position (% of OI)",-27
2010-03-23,"LEAN HOGS - CME","Smart money net position (% of OI)",-49.8
2010-03-23,"LIVE CATTLE - CME","Smart money net position (% of OI)",-42.7
2010-03-23,"MILK, Class III - CME","Smart money net position (% of OI)",32.3
2010-03-23,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2
2010-03-23,"PALLADIUM - NYME","Smart money net position (% of OI)",-60.3
2010-03-23,"PLATINUM - NYME","Smart money net position (% of OI)",-44.8
2010-03-23,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-57.5
2010-03-23,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-22.7
2010-03-23,"SILVER - CE","Smart money net position (% of OI)",-44.6
2010-03-23,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-10.2
2010-03-23,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-42.4
2010-03-23,"SOYBEANS - CBoT","Smart money net position (% of OI)",-26.3
2010-03-23,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-16.8
2010-03-23,"COCOA - ICE","Speculators net position (% of OI)",23.4
2010-03-23,"COFFEE C - ICE","Speculators net position (% of OI)",40.9
2010-03-23,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",42.4
2010-03-23,"CORN - CBoT","Speculators net position (% of OI)",29.1
2010-03-23,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",56.8
2010-03-23,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",18
2010-03-23,"FEEDER CATTLE - CME","Speculators net position (% of OI)",17
2010-03-23,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",54
2010-03-23,"GOLD - CE","Speculators net position (% of OI)",27
2010-03-23,"LEAN HOGS - CME","Speculators net position (% of OI)",49.8
2010-03-23,"LIVE CATTLE - CME","Speculators net position (% of OI)",42.8
2010-03-23,"MILK, Class III - CME","Speculators net position (% of OI)",-32.3
2010-03-23,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.9
2010-03-23,"PALLADIUM - NYME","Speculators net position (% of OI)",60.1
2010-03-23,"PLATINUM - NYME","Speculators net position (% of OI)",44.8
2010-03-23,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",57.4
2010-03-23,"ROUGH RICE - CBoT","Speculators net position (% of OI)",22.6
2010-03-23,"SILVER - CE","Speculators net position (% of OI)",44.5
2010-03-23,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",10
2010-03-23,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",42.6
2010-03-23,"SOYBEANS - CBoT","Speculators net position (% of OI)",26.3
2010-03-23,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",16.9
2010-03-30,"COCOA - ICE","Smart money net position (% of OI)",-22.5
2010-03-30,"COFFEE C - ICE","Smart money net position (% of OI)",-46.2
2010-03-30,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-42.5
2010-03-30,"CORN - CBoT","Smart money net position (% of OI)",-25.9
2010-03-30,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-54.3
2010-03-30,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-18.5
2010-03-30,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-18.9
2010-03-30,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-52.2
2010-03-30,"GOLD - CE","Smart money net position (% of OI)",-27.3
2010-03-30,"LEAN HOGS - CME","Smart money net position (% of OI)",-50.8
2010-03-30,"LIVE CATTLE - CME","Smart money net position (% of OI)",-42.7
2010-03-30,"MILK, Class III - CME","Smart money net position (% of OI)",30.7
2010-03-30,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.7
2010-03-30,"PALLADIUM - NYME","Smart money net position (% of OI)",-57.1
2010-03-30,"PLATINUM - NYME","Smart money net position (% of OI)",-45.5
2010-03-30,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-58.4
2010-03-30,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-18.7
2010-03-30,"SILVER - CE","Smart money net position (% of OI)",-43.6
2010-03-30,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-14.8
2010-03-30,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-36.8
2010-03-30,"SOYBEANS - CBoT","Smart money net position (% of OI)",-25.4
2010-03-30,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-22.7
2010-03-30,"COCOA - ICE","Speculators net position (% of OI)",22.5
2010-03-30,"COFFEE C - ICE","Speculators net position (% of OI)",46.2
2010-03-30,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",42.4
2010-03-30,"CORN - CBoT","Speculators net position (% of OI)",25.8
2010-03-30,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",54.3
2010-03-30,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",18.5
2010-03-30,"FEEDER CATTLE - CME","Speculators net position (% of OI)",18.9
2010-03-30,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",52.2
2010-03-30,"GOLD - CE","Speculators net position (% of OI)",27.4
2010-03-30,"LEAN HOGS - CME","Speculators net position (% of OI)",50.9
2010-03-30,"LIVE CATTLE - CME","Speculators net position (% of OI)",42.7
2010-03-30,"MILK, Class III - CME","Speculators net position (% of OI)",-30.9
2010-03-30,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.8
2010-03-30,"PALLADIUM - NYME","Speculators net position (% of OI)",56.9
2010-03-30,"PLATINUM - NYME","Speculators net position (% of OI)",45.4
2010-03-30,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",58.4
2010-03-30,"ROUGH RICE - CBoT","Speculators net position (% of OI)",18.8
2010-03-30,"SILVER - CE","Speculators net position (% of OI)",43.6
2010-03-30,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",14.7
2010-03-30,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",36.8
2010-03-30,"SOYBEANS - CBoT","Speculators net position (% of OI)",25.4
2010-03-30,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",22.8
2010-04-06,"COCOA - ICE","Smart money net position (% of OI)",-21.2
2010-04-06,"COFFEE C - ICE","Smart money net position (% of OI)",-47.8
2010-04-06,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-42
2010-04-06,"CORN - CBoT","Smart money net position (% of OI)",-23.5
2010-04-06,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-53.4
2010-04-06,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-17.2
2010-04-06,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-19.6
2010-04-06,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-49.7
2010-04-06,"GOLD - CE","Smart money net position (% of OI)",-30.9
2010-04-06,"LEAN HOGS - CME","Smart money net position (% of OI)",-48.1
2010-04-06,"LIVE CATTLE - CME","Smart money net position (% of OI)",-45.5
2010-04-06,"MILK, Class III - CME","Smart money net position (% of OI)",31.1
2010-04-06,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.1
2010-04-06,"PALLADIUM - NYME","Smart money net position (% of OI)",-55.2
2010-04-06,"PLATINUM - NYME","Smart money net position (% of OI)",-44.1
2010-04-06,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-60
2010-04-06,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-19
2010-04-06,"SILVER - CE","Smart money net position (% of OI)",-43.8
2010-04-06,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-11
2010-04-06,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-40.2
2010-04-06,"SOYBEANS - CBoT","Smart money net position (% of OI)",-20.7
2010-04-06,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-21.9
2010-04-06,"COCOA - ICE","Speculators net position (% of OI)",21.1
2010-04-06,"COFFEE C - ICE","Speculators net position (% of OI)",47.8
2010-04-06,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",42
2010-04-06,"CORN - CBoT","Speculators net position (% of OI)",23.3
2010-04-06,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",53.5
